,age,job,marital,education,default,housing,loan,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
2419,60,admin.,married,professional.course,no,yes,no,apr,thu,473,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
2420,57,services,married,high.school,no,yes,yes,may,mon,473,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
2421,38,technician,married,professional.course,no,unknown,unknown,aug,mon,473,2,9,1,success,-2.9,92.201,-31.4,0.821,5076.2,yes
2422,35,management,divorced,university.degree,no,no,no,dec,mon,473,2,999,1,failure,-3,92.713,-33,0.706,5023.5,yes
2423,44,management,married,unknown,no,no,no,apr,tue,473,2,999,1,failure,-1.8,93.749,-34.6,0.646,5008.7,yes
2424,32,services,single,university.degree,no,no,yes,may,fri,473,3,999,0,nonexistent,-1.8,93.876,-40,0.699,5008.7,yes
2425,57,admin.,divorced,high.school,no,no,no,sep,tue,473,1,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,yes
2426,30,blue-collar,married,basic.6y,unknown,yes,no,jul,fri,474,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
2427,50,blue-collar,married,basic.4y,no,no,no,may,mon,474,1,9,1,success,-1.8,92.893,-46.2,1.299,5099.1,yes
2428,39,student,single,unknown,no,yes,no,jun,fri,474,3,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,yes
2429,36,technician,single,professional.course,no,yes,no,aug,thu,474,1,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,yes
2430,26,unemployed,married,high.school,no,yes,no,jul,fri,474,7,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,yes
2431,50,management,divorced,university.degree,unknown,no,no,apr,mon,475,6,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,yes
2432,30,admin.,married,university.degree,no,yes,no,apr,thu,475,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
2433,31,blue-collar,married,basic.9y,no,yes,no,may,mon,475,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,yes
2434,30,admin.,married,university.degree,no,yes,yes,sep,wed,475,5,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,yes
2435,66,retired,married,high.school,no,no,no,jul,tue,475,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,yes
2436,38,blue-collar,married,basic.6y,unknown,yes,no,may,wed,476,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,yes
2437,25,admin.,single,high.school,no,yes,no,jul,thu,476,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
2438,41,admin.,married,university.degree,no,no,no,apr,fri,476,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
2439,39,blue-collar,married,basic.6y,no,yes,no,may,thu,476,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
2440,31,admin.,married,high.school,no,yes,no,may,wed,476,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
2441,98,retired,married,basic.4y,unknown,yes,no,oct,fri,476,1,2,2,success,-3.4,92.431,-26.9,0.73,5017.5,yes
2442,59,retired,married,professional.course,no,no,no,dec,tue,476,1,999,1,failure,-3,92.713,-33,0.715,5023.5,yes
2443,66,retired,divorced,basic.4y,no,yes,no,apr,wed,476,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,yes
2444,58,retired,married,high.school,no,no,no,nov,thu,477,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
2445,24,technician,single,university.degree,no,yes,no,apr,thu,477,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
2446,40,admin.,married,high.school,no,no,no,aug,thu,477,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
2447,42,self-employed,married,basic.4y,no,no,no,oct,fri,478,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,yes
2448,30,admin.,single,university.degree,no,yes,no,nov,thu,478,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
2449,56,entrepreneur,married,unknown,no,yes,no,jul,thu,478,2,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
2450,25,services,married,high.school,no,yes,no,jul,tue,479,9,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,yes
2451,38,technician,married,professional.course,no,yes,no,aug,mon,479,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
2452,31,technician,single,basic.9y,no,yes,no,may,thu,479,1,11,1,success,-1.8,92.893,-46.2,1.266,5099.1,yes
2453,26,admin.,single,high.school,no,no,no,jun,tue,479,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
2454,57,admin.,single,high.school,no,yes,no,aug,thu,479,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
2455,63,housemaid,married,basic.4y,no,no,no,aug,tue,479,1,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,yes
2456,32,admin.,married,high.school,no,yes,yes,dec,wed,479,2,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,yes
2457,28,services,married,high.school,no,no,yes,jun,wed,479,2,6,2,success,-1.7,94.055,-39.8,0.715,4991.6,yes
2458,51,blue-collar,married,basic.4y,no,unknown,unknown,aug,tue,480,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
2459,56,unknown,married,basic.4y,no,no,no,oct,tue,480,1,2,2,success,-3.4,92.431,-26.9,0.744,5017.5,yes
2460,36,self-employed,single,university.degree,no,no,no,oct,fri,480,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
2461,36,admin.,single,high.school,no,unknown,unknown,dec,mon,480,1,999,1,failure,-3,92.713,-33,0.717,5023.5,yes
2462,29,admin.,single,high.school,no,yes,no,jul,thu,480,1,6,1,success,-1.7,94.215,-40.3,0.81,4991.6,yes
2463,38,admin.,married,unknown,no,yes,no,jul,wed,481,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
2464,56,retired,married,basic.4y,no,yes,no,nov,fri,481,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes
2465,29,blue-collar,married,basic.6y,no,no,no,may,thu,481,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
2466,37,technician,married,professional.course,no,yes,no,apr,mon,481,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,yes
2467,37,technician,single,university.degree,no,yes,no,aug,tue,481,2,999,4,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
2468,60,admin.,divorced,professional.course,no,yes,no,sep,wed,481,1,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,yes
2469,30,blue-collar,married,basic.6y,unknown,yes,no,jun,tue,482,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
2470,32,blue-collar,married,basic.9y,no,yes,yes,apr,fri,482,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,yes
2471,60,admin.,married,high.school,no,yes,yes,apr,thu,482,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
2472,38,self-employed,married,basic.9y,no,no,yes,may,wed,482,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
2473,33,blue-collar,married,basic.9y,no,yes,no,may,tue,482,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
2474,30,admin.,single,university.degree,no,no,no,jun,tue,482,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
2475,64,retired,married,professional.course,no,no,no,aug,tue,482,1,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,yes
2476,33,admin.,married,university.degree,no,yes,no,nov,fri,482,1,12,1,success,-1.1,94.767,-50.8,1.049,4963.6,yes
2477,33,services,married,high.school,unknown,no,no,may,fri,483,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
2478,57,technician,married,professional.course,no,yes,no,may,mon,483,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
2479,36,admin.,married,university.degree,no,yes,no,apr,thu,483,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
2480,50,blue-collar,married,basic.6y,no,yes,no,may,mon,483,4,3,2,success,-1.8,92.893,-46.2,1.354,5099.1,yes
2481,56,technician,married,professional.course,no,yes,no,may,mon,483,5,999,0,nonexistent,-1.8,93.876,-40,0.682,5008.7,yes
2482,72,retired,married,basic.4y,no,no,yes,jul,fri,483,4,8,1,success,-1.7,94.215,-40.3,0.822,4991.6,yes
2483,62,retired,married,university.degree,no,no,no,nov,thu,483,2,6,3,success,-1.1,94.767,-50.8,1.031,4963.6,yes
2484,22,admin.,single,university.degree,no,yes,no,jul,mon,484,1,999,2,failure,-1.7,94.215,-40.3,0.87,4991.6,yes
2485,37,services,single,high.school,no,yes,no,nov,wed,485,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
2486,30,entrepreneur,married,high.school,no,yes,yes,may,fri,485,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
2487,25,student,single,high.school,no,no,no,jun,mon,485,2,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,yes
2488,27,entrepreneur,single,university.degree,no,yes,no,jun,mon,486,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
2489,32,unemployed,married,professional.course,no,yes,no,nov,tue,486,1,999,0,nonexistent,-0.1,93.2,-42,4.343,5195.8,yes
2490,52,management,married,university.degree,no,unknown,unknown,nov,tue,486,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
2491,38,management,married,university.degree,no,no,no,jul,tue,486,5,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,yes
2492,51,admin.,married,university.degree,no,no,yes,jul,fri,486,1,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,yes
2493,32,technician,married,professional.course,no,no,no,oct,wed,486,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes
2494,31,technician,married,professional.course,no,no,yes,jul,thu,487,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
2495,47,entrepreneur,married,university.degree,no,no,no,aug,tue,487,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
2496,29,technician,single,professional.course,no,yes,no,may,mon,487,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
2497,43,blue-collar,married,basic.9y,no,no,yes,may,mon,487,1,3,1,success,-1.8,92.893,-46.2,1.264,5099.1,yes
2498,58,retired,married,basic.4y,no,yes,no,nov,wed,487,1,999,2,failure,-3.4,92.649,-30.1,0.716,5017.5,yes
2499,54,services,divorced,high.school,no,yes,no,oct,wed,487,3,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,yes
2500,34,self-employed,married,illiterate,no,yes,no,nov,thu,488,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes
2501,41,blue-collar,married,basic.6y,no,yes,no,may,wed,488,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,yes
2502,30,entrepreneur,single,university.degree,no,yes,no,nov,wed,489,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
2503,28,admin.,single,university.degree,no,no,no,aug,thu,489,5,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
2504,18,student,single,unknown,no,yes,no,may,tue,489,1,6,1,success,-1.8,93.876,-40,0.668,5008.7,yes
2505,37,student,divorced,university.degree,no,yes,no,may,thu,489,1,999,1,failure,-1.8,93.876,-40,0.699,5008.7,yes
2506,37,management,married,university.degree,no,no,no,jun,tue,490,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
2507,36,blue-collar,married,basic.9y,no,yes,no,apr,thu,490,3,999,2,failure,-1.8,93.075,-47.1,1.435,5099.1,yes
2508,34,admin.,married,high.school,no,yes,no,jun,mon,491,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
2509,52,management,married,professional.course,no,yes,no,jul,mon,491,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
2510,19,student,single,basic.9y,no,yes,no,may,fri,491,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
2511,28,admin.,single,high.school,no,no,no,jun,mon,491,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
2512,48,technician,married,professional.course,no,no,no,oct,thu,491,1,6,3,success,-1.1,94.601,-49.5,0.987,4963.6,yes
2513,33,admin.,single,high.school,no,no,no,may,thu,492,1,12,2,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
2514,34,admin.,divorced,university.degree,no,no,no,nov,thu,493,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,yes
2515,37,management,divorced,university.degree,no,no,no,may,mon,493,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
2516,21,student,single,university.degree,no,no,no,jun,fri,493,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
2517,59,retired,married,professional.course,unknown,yes,yes,jul,mon,494,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
2518,27,admin.,married,university.degree,no,yes,no,jul,fri,494,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
2519,53,admin.,single,university.degree,no,no,no,apr,thu,494,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
2520,39,blue-collar,married,basic.9y,no,yes,yes,may,tue,494,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
2521,53,housemaid,married,university.degree,no,yes,no,apr,thu,494,1,6,1,success,-1.8,93.749,-34.6,0.644,5008.7,yes
2522,32,admin.,single,university.degree,no,yes,no,apr,thu,495,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
2523,49,admin.,married,high.school,no,no,no,sep,tue,495,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,yes
2524,52,technician,married,professional.course,no,yes,no,nov,fri,495,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
2525,45,unknown,unknown,unknown,no,yes,yes,jul,wed,496,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
2526,30,admin.,married,university.degree,no,yes,no,apr,tue,496,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
2527,33,blue-collar,married,basic.4y,no,no,yes,may,wed,496,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
2528,48,housemaid,married,professional.course,no,yes,no,jul,wed,496,2,6,2,success,-1.7,94.215,-40.3,0.896,4991.6,yes
2529,40,admin.,single,university.degree,no,no,no,jun,mon,498,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
2530,17,student,single,basic.9y,no,unknown,unknown,aug,fri,498,2,999,1,failure,-2.9,92.201,-31.4,0.869,5076.2,yes
2531,31,technician,married,unknown,no,no,no,nov,fri,498,1,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
2532,41,admin.,divorced,university.degree,no,yes,no,mar,fri,498,2,6,3,success,-1.8,93.369,-34.8,0.653,5008.7,yes
2533,34,management,married,university.degree,no,no,no,mar,tue,499,1,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,yes
2534,40,admin.,married,university.degree,no,no,yes,apr,thu,499,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
2535,54,services,divorced,university.degree,no,no,no,may,tue,499,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
2536,41,blue-collar,married,basic.9y,no,no,no,may,thu,500,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,yes
2537,42,housemaid,married,basic.4y,no,no,no,jun,thu,500,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
2538,38,blue-collar,married,basic.6y,unknown,no,no,jul,thu,500,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
2539,26,technician,divorced,professional.course,no,no,yes,jul,tue,500,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
2540,32,management,single,university.degree,no,no,no,nov,thu,500,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,yes
2541,32,technician,married,basic.9y,no,yes,no,may,tue,500,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
2542,41,admin.,married,university.degree,no,yes,no,dec,thu,500,1,999,0,nonexistent,-3,92.713,-33,0.707,5023.5,yes
2543,49,housemaid,married,basic.4y,unknown,yes,no,aug,wed,501,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
2544,42,services,married,high.school,no,yes,no,apr,thu,501,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
2545,36,services,single,basic.9y,no,yes,no,may,fri,501,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,yes
2546,53,services,married,unknown,no,yes,no,jun,tue,501,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
2547,46,admin.,married,university.degree,no,yes,no,jun,mon,502,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
2548,30,admin.,single,university.degree,no,yes,no,apr,thu,502,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
2549,75,retired,divorced,basic.4y,unknown,yes,no,oct,thu,502,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,yes
2550,60,housemaid,married,basic.4y,no,yes,no,jul,thu,503,2,5,2,success,-2.9,92.469,-33.6,1.072,5076.2,yes
2551,39,blue-collar,married,basic.9y,unknown,no,no,may,tue,504,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
2552,39,admin.,single,unknown,no,no,no,nov,fri,504,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,yes
2553,44,technician,married,university.degree,no,yes,yes,apr,thu,504,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
2554,44,management,single,high.school,no,yes,no,may,mon,504,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
2555,45,technician,married,professional.course,no,no,no,oct,thu,504,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,yes
2556,76,retired,married,university.degree,no,yes,no,aug,thu,504,2,6,3,success,-1.7,94.027,-38.3,0.899,4991.6,yes
2557,45,admin.,single,university.degree,no,no,no,aug,thu,505,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
2558,30,admin.,single,university.degree,no,no,yes,apr,tue,505,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
2559,29,student,single,high.school,no,unknown,unknown,aug,tue,505,1,4,3,success,-2.9,92.201,-31.4,0.884,5076.2,yes
2560,46,housemaid,married,basic.4y,no,no,no,may,wed,506,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
2561,53,admin.,divorced,university.degree,no,no,no,aug,tue,506,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
2562,28,admin.,single,university.degree,no,no,no,mar,wed,506,2,999,0,nonexistent,-1.8,92.843,-50,1.548,5099.1,yes
2563,82,retired,married,professional.course,no,yes,no,mar,mon,506,2,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,yes
2564,52,admin.,married,professional.course,no,no,yes,sep,wed,506,3,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
2565,50,services,married,basic.4y,unknown,yes,no,may,wed,507,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
2566,45,blue-collar,married,basic.4y,no,no,no,aug,fri,507,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
2567,31,admin.,single,university.degree,no,no,no,aug,tue,507,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
2568,33,admin.,single,high.school,no,yes,no,apr,wed,507,3,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,yes
2569,45,admin.,divorced,university.degree,no,no,no,may,mon,507,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
2570,28,technician,single,professional.course,no,no,no,jun,thu,508,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes
2571,33,technician,married,university.degree,no,yes,no,may,mon,508,1,999,0,nonexistent,-1.8,93.876,-40,0.685,5008.7,yes
2572,26,unemployed,single,university.degree,no,yes,no,aug,thu,508,3,6,2,success,-1.7,94.027,-38.3,0.904,4991.6,yes
2573,31,student,single,university.degree,no,no,no,oct,wed,508,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,yes
2574,27,services,single,high.school,unknown,no,no,jul,tue,509,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
2575,25,services,single,basic.9y,no,yes,no,jul,wed,509,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
2576,40,self-employed,single,university.degree,unknown,yes,yes,apr,thu,509,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
2577,51,technician,single,university.degree,no,yes,no,jun,fri,509,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
2578,58,unemployed,divorced,basic.9y,no,yes,no,oct,wed,509,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,yes
2579,37,admin.,single,high.school,no,no,no,oct,thu,509,1,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,yes
2580,42,technician,married,professional.course,no,yes,yes,oct,mon,509,1,6,1,success,-1.1,94.601,-49.5,1,4963.6,yes
2581,79,retired,married,basic.9y,no,yes,no,apr,thu,510,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
2582,35,admin.,married,university.degree,no,no,no,jun,thu,510,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
2583,63,technician,married,unknown,no,yes,no,dec,mon,510,2,999,1,failure,-3,92.713,-33,0.715,5023.5,yes
2584,20,student,single,unknown,no,yes,no,may,wed,510,4,999,0,nonexistent,-1.8,93.876,-40,0.672,5008.7,yes
2585,31,admin.,single,high.school,no,no,no,nov,wed,511,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
2586,63,housemaid,married,basic.4y,no,no,no,aug,tue,511,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,yes
2587,59,technician,married,university.degree,no,yes,no,oct,mon,511,3,999,1,failure,-3.4,92.431,-26.9,0.743,5017.5,yes
2588,39,entrepreneur,married,professional.course,no,no,no,sep,wed,511,3,6,1,success,-1.1,94.199,-37.5,0.876,4963.6,yes
2589,41,blue-collar,married,basic.9y,unknown,yes,no,jun,thu,512,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
2590,51,technician,married,university.degree,no,yes,no,aug,wed,512,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
2591,66,retired,married,basic.4y,no,yes,no,apr,wed,512,11,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
2592,88,retired,divorced,basic.4y,no,no,no,oct,wed,512,2,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,yes
2593,54,admin.,married,university.degree,no,no,no,may,thu,513,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
2594,35,entrepreneur,married,university.degree,no,no,no,jun,mon,513,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
2595,24,management,single,university.degree,no,yes,no,may,thu,513,9,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
2596,57,admin.,single,high.school,no,unknown,unknown,oct,tue,513,1,999,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,yes
2597,53,housemaid,married,basic.4y,no,no,yes,nov,wed,513,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
2598,42,unknown,single,university.degree,no,yes,no,jul,fri,513,1,999,2,failure,-1.7,94.215,-40.3,0.885,4991.6,yes
2599,39,admin.,divorced,high.school,no,yes,no,jul,tue,514,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
2600,55,admin.,married,professional.course,unknown,yes,yes,nov,tue,514,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
2601,35,technician,divorced,basic.4y,no,yes,no,nov,tue,514,1,9,4,success,-1.1,94.767,-50.8,1.035,4963.6,yes
